Filename,Director Version,Frames,Channels,Rect,About,Copyright,Created By,Modified By,Markers,Xtras
spaced_penguin.dir,8.0,64,150,"(320, 272) => (820, 672)",,,David Martin - Big Idea Productions,"David Martin - Big Idea Productions, Inc.","[1: ""Load"", 3: ""Intro"", 6: ""Tips"", 11: ""Levels"", 50: ""End_Stats"", 55: ""HS FM"", 60: ""HS_Sending""]","[[#fileName: ""INETURL.X32""], [#fileName: ""NETFILE.X32""], [#fileName: ""Netlingo.x32""], [#fileName: ""swadcmpr.x32""], [#fileName: ""MacroMix.x32""], [#fileName: ""DirectSound.x32""], [#fileName: ""Sound Control.x32""], [#fileName: ""Flash Asset.x32""], [#fileName: ""Text Asset.x32""], [#fileName: ""TextXtra.x32""], [#fileName: ""Font Asset.x32""], [#fileName: ""Font Xtra.x32""]]"
